voltage_7_1_500mV_500ms	absJ_7_1_500mV_500ms	J_7_1_500mV_500ms	current_7_1_500mV_500ms	time_7_1_500mV_500ms	
0.000000E+0	1.175145E-8	-1.175145E-8	-1.823125E-13	0.000000E+0
5.000000E-2	1.674705E-6	1.674705E-6	2.598144E-11	8.027344E-1
1.000000E-1	3.823995E-6	3.823995E-6	5.932561E-11	1.606445E+0
1.500000E-1	6.290404E-6	6.290404E-6	9.758956E-11	2.409180E+0
2.000000E-1	1.079228E-5	1.079228E-5	1.674318E-10	3.823242E+0
2.500000E-1	1.583441E-5	1.583441E-5	2.456557E-10	4.291992E+0
3.000000E-1	2.188241E-5	2.188241E-5	3.394846E-10	4.759766E+0
3.500000E-1	2.915099E-5	2.915099E-5	4.522495E-10	5.228516E+0
4.000000E-1	3.501068E-5	3.501068E-5	5.431571E-10	5.696289E+0
4.500000E-1	4.295751E-5	4.295751E-5	6.664445E-10	6.165039E+0
5.000000E-1	5.362908E-5	5.362908E-5	8.320035E-10	6.632813E+0
5.000000E-1	5.254146E-5	5.254146E-5	8.151302E-10	7.101563E+0
4.500000E-1	4.389582E-5	4.389582E-5	6.810014E-10	7.569336E+0
4.000000E-1	3.698889E-5	3.698889E-5	5.738470E-10	8.038086E+0
3.500000E-1	2.992313E-5	2.992313E-5	4.642286E-10	8.505859E+0
3.000000E-1	2.353601E-5	2.353601E-5	3.651385E-10	8.974609E+0
2.500000E-1	1.760462E-5	1.760462E-5	2.731187E-10	9.442383E+0
2.000000E-1	1.183936E-5	1.183936E-5	1.836763E-10	9.910156E+0
1.500000E-1	7.531637E-6	7.531637E-6	1.168461E-10	1.037891E+1
1.000000E-1	4.125030E-6	4.125030E-6	6.399587E-11	1.175293E+1
5.000000E-2	1.887110E-6	1.887110E-6	2.927669E-11	1.255664E+1
0.000000E+0	1.840140E-8	1.840140E-8	2.854800E-13	1.335938E+1
-5.000000E-2	1.817338E-6	-1.817338E-6	-2.819425E-11	1.416309E+1
-1.000000E-1	4.110459E-6	-4.110459E-6	-6.376981E-11	1.496582E+1
-1.500000E-1	7.321543E-6	-7.321543E-6	-1.135867E-10	1.637988E+1
-2.000000E-1	1.084206E-5	-1.084206E-5	-1.682041E-10	1.684863E+1
-2.500000E-1	1.506418E-5	-1.506418E-5	-2.337063E-10	1.731641E+1
-3.000000E-1	2.041173E-5	-2.041173E-5	-3.166684E-10	1.778516E+1
-3.500000E-1	2.549259E-5	-2.549259E-5	-3.954930E-10	1.825293E+1
-4.000000E-1	3.243631E-5	-3.243631E-5	-5.032182E-10	1.872070E+1
-4.500000E-1	3.851638E-5	-3.851638E-5	-5.975445E-10	1.918945E+1
-5.000000E-1	4.442808E-5	-4.442808E-5	-6.892589E-10	1.965723E+1
-5.000000E-1	4.445197E-5	-4.445197E-5	-6.896295E-10	2.012598E+1
-4.500000E-1	3.819835E-5	-3.819835E-5	-5.926106E-10	2.059375E+1
-4.000000E-1	3.012335E-5	-3.012335E-5	-4.673348E-10	2.106250E+1
-3.500000E-1	2.427176E-5	-2.427176E-5	-3.765530E-10	2.153027E+1
-3.000000E-1	1.877761E-5	-1.877761E-5	-2.913166E-10	2.199902E+1
-2.500000E-1	1.462780E-5	-1.462780E-5	-2.269362E-10	2.246680E+1
-2.000000E-1	1.073601E-5	-1.073601E-5	-1.665588E-10	2.293457E+1
-1.500000E-1	6.970764E-6	-6.970764E-6	-1.081447E-10	2.340332E+1
-1.000000E-1	3.905157E-6	-3.905157E-6	-6.058475E-11	2.477734E+1
-5.000000E-2	1.787910E-6	-1.787910E-6	-2.773771E-11	2.558008E+1
0.000000E+0	3.028077E-8	-3.028077E-8	-4.697770E-13	2.638379E+1
